㐷	傌
台鉴	臺鑒
台历	檯曆
台面	檯面
台盘	檯盤
台球	檯球
台山	台山
台扇	檯扇
台湾	臺灣
台湾敎育学院	臺灣教育學院
台湾台	臺灣台
台制	臺製
台中	臺中
台中敎育大学	臺中教育大學
台钟	檯鐘
台州	台州
骀借	駘藉
太冲	太沖
太初历	太初曆
太傅里	太傅裏
太干	太乾
太后	太后
太麻里	太麻里
太阳	太陽
太阳黑子	太陽黑子
太阳黑子周	太陽黑子週
泰斗	泰斗
泰希斯	泰希斯
贪欲	貪慾
坛白干	罈白干
坛陈年	罈陳年
坛高粱	罈高粱
坛好酒	罈好酒
坛騞	罈騞
坛佳酿	罈佳釀
坛老酒	罈老酒
坛美酒	罈美酒
坛女儿红	罈女兒紅
坛烧刀子	罈燒刀子
坛燒刀子	罈燒刀子
坛坛罐罐	罈罈罐罐
坛子	罈子
潭祉叶吉	潭祉叶吉
叹服	歎服
叹号	歎號
叹绝	歎絕
叹赏	歎賞
叹为	嘆爲
叹为观止	歎爲觀止
叹羡	歎羨
探知	探知
探知欲	探知慾
碳酸	碳酸
碳酸岩	碳酸岩
歎吁	歎吁
汤面	湯麪
汤团	湯糰
汤下	湯下
汤下面	湯下麪
糖醋	糖醋
糖醋里脊	糖醋里脊
烫次发	燙次髮
烫发	燙髮
烫个	燙個
烫个发	燙個髮
烫面	燙麪
烫完发	燙完髮
烫一次发	燙一次髮
烫一个发	燙一個髮
桃花鸡腿	桃花雞腿
陶拉祖	陶拉祖
陶潜县里看花发	陶潛縣裏看花發
陶制	陶製
特里	特里
特伦希斯	特倫希斯
特内里费	特內里費
特松加	特松加
特制	特製
特准	特准
腾升	騰昇
藤制	藤製
提梁	提樑
提制	提製
提子	提子
提子干	提子乾
题签	題簽
剃发	剃髮
剃胡	剃鬍
剃须	剃鬚
天冬	天冬
天冬酰胺	天冬醯胺
天翻地复	天翻地覆
天复	天覆
天干	天干
天干物燥	天乾物燥
天后	天后
天纪未可干	天紀未可幹
天克地冲	天剋地衝
天历	天曆
天台	天台
天文	天文
天文学	天文學
天文学钟	天文學鐘
天文钟	天文鐘
天香留凤尾	天香留鳳尾
天心	天心
天心岩	天心岩
天要落雨娘要嫁人	天要落雨孃要嫁人
天要下雨娘要嫁人	天要下雨孃要嫁人
天字第一号	天字第一號
田谷	田穀
甜面醬	甜麪醬
甜水	甜水
甜水面	甜水麪
捵面	捵麪
挑大梁	挑大樑
挑了	挑了
挑了只	挑了隻
条几	條几
调表	調錶
调査团	調查團
调弦	調絃
调制	調製
跳表	跳錶
跳梁	跳梁
跳梁猖獗之小丑	跳樑猖獗之小醜
跳梁小丑	跳樑小醜
跳只舞	跳隻舞
铁板	鐵板
铁板面	鐵板麪
铁杆	鐵桿
铁拐	鐵柺
铁扣	鐵釦
铁托	鐵托
铁制	鐵製
铁钟	鐵鐘
听弦	聽絃
庭前时有东风入	庭前時有東風入
庭树千花发	庭樹千花發
停制	停製
通布图	通佈圖
通草炖猪脚	通草燉豬腳
通奸	通姦
通历	通曆
通心面	通心麪
同吃	同吃
同人	同人
同人志	同人誌
同休共戚	同休共慼
铜斗儿	銅斗兒
铜扣	銅釦
铜制	銅製
铜钟	銅鐘
瞳蒙	瞳矇
偷尝禁果	偷嚐禁果
偷梁换柱	偷樑換柱
头发	頭髮
头发胡子一把抓	頭髮鬍子一把抓
头花	頭花
头花发	頭花髮
头巾	頭巾
头巾吊在水里	頭巾弔在水裏
投托	投托
透明窗	透明窗
秃发	禿髮
秃妃之发	禿妃之髮
图书	圖書
图书馆	圖書館
图书馆周	圖書館週
徒看众花发	徒看衆花發
涂長望	涂長望
涂尔干	涂爾干
涂逢年	涂逢年
涂鸿钦	涂鴻欽
涂鴻欽	涂鴻欽
涂惠元	涂惠元
涂惠源	涂惠源
涂浆台	塗漿檯
涂谨申	涂謹申
涂謹申	涂謹申
涂居贤	涂居賢
涂坤	涂坤
涂美伦	涂美倫
涂敏恒	涂敏恆
涂敏恆	涂敏恆
涂善妮	涂善妮
涂绍煃	涂紹煃
涂天相	涂天相
涂文生	涂文生
涂醒哲	涂醒哲
涂姓	涂姓
涂序瑄	涂序瑄
涂永辉	涂永輝
涂羽卿	涂羽卿
涂月	涂月
涂泽	塗澤
涂泽民	涂澤民
涂澤民	涂澤民
涂长望	涂長望
涂壮勋	涂壯勳
涂壯勳	涂壯勳
土谷祠	土穀祠
土托鱼	土托魚
土制	土製
团粉	糰粉
团伙	團伙
团子	糰子
团𪢮	團圞
抟空捕影	摶空捕影
推陈布新	推陳佈新
推诚布公	推誠佈公
推诚布信	推誠佈信
推辇归里	推輦歸里
推托	推託
推托之词	推托之詞
推挽	推輓
推弦	推絃
腿酸	腿痠
吞并	吞併
吞咽	吞嚥
屯扎	屯紮
托杯	托杯
托比麦奎尔	托比麥奎爾
托比亚斯	托比亞斯
托钵	託鉢
托钵人	托鉢人
托钵僧	托鉢僧
托钵修会	托鉢修會
托鉢	托鉢
托出	托出
托胆	托膽
托登汉队	托登漢隊
托地	托地
托蒂	托蒂
托儿	托兒
托尔	托爾
托夫	托夫
托福	託福
托福考	托福考
托荤咸食	托葷鹹食
托架	托架
托克	托克
托克托	托克托
托拉	托拉
托辣斯	托辣斯
托莱多	托萊多
托赖	托賴
托老院	托老院
托老中心	托老中心
托勒	托勒
托里	托裏
托利	託利
托利党人	托利黨人
托利米尔	托利米爾
托领	托領
托罗斯山	托羅斯山
托洛茨基	托洛茨基
托洛斯基	托洛斯基
托马	托馬
托米	托米
托墨	托墨
托木尔	托木爾
托盘	托盤
托起	托起
托瑞赛	托瑞賽
托瑞丝	托瑞絲
托腮	托腮
托塞洛	托塞洛
托色	托色
托实	托實
托熟	托熟
托斯卡	托斯卡
托塔天王	托塔天王
托胎	托胎
托特	托特
托维	托維
托叶	托葉
托幼	托幼
托育	托育
托运	託運
托运行李	托運行李
托住	托住
托子	托子
托足	托足
拖斗	拖斗
脱发	脫髮
脱谷机	脫穀機
坨里	坨里
跎纤	跎縴
唾面	唾面
唾面自干	唾面自乾
唾沫	唾沫
唾沫直咽	唾沫直嚥
洼徐家	窪徐家
瓦尔基里	瓦爾基里
瓦莱里	瓦萊裏
瓦里	瓦里
瓦松	瓦松
外强中干	外強中乾
外烟	外菸
外欲	外慾
外御其侮	外禦其侮
外制	外製
弯管	彎管
弯管面	彎管麪
完全	完全
完全愈复	完全癒復
玩具公仔	玩具公仔
顽卤	頑鹵
顽筑舞笈	頑筑舞笈
挽词	輓詞
挽詞	輓詞
挽额	輓額
挽夫	輓夫
挽歌	輓歌
挽联	輓聯
挽聯	輓聯
挽曲	輓曲
挽诗	輓詩
挽詩	輓詩
晚钟	晚鐘
绾发	綰髮
碗面	碗麪
万里	萬里
万里长征	萬里長征
万历	萬曆
万年	萬年
万年历表	萬年曆錶
万牛回首丘山重	萬牛回首丘山重
万旗	万旗
万人不可干	萬人不可幹
万俟	万俟
万坛	萬罈
万扎	萬紮
万只	萬隻
腕表	腕錶
王干发	王乾發
王侯	王侯
王侯后	王侯后
王后	王后
王每中一物	王每中一物
王熙松	王熙松
王于真	王于真
王正杰	王正杰
王子	王子
王子面	王子麪
网御	網禦
网志	網誌
往日	往日
往日無仇	往日無讎
忘生舍死	忘生捨死
望风捕影	望風捕影
望后石	望后石
危地马拉	危地馬拉
威奇托	威奇托
威远县	威遠縣
偎干	偎乾
煨干	煨乾
韦后	韋后
为中台	爲中颱
唯闻旅思将花发	唯聞旅思將花發
维斗	維斗
维康采	維康採
维克	維克
维克托	維克托
维系	維繫
伟晶岩	偉晶岩
苇苕系巢	葦苕繫巢
苇席	葦蓆
尾长窣地如红丝	尾長窣地如紅絲
尾注	尾註
委树寒花发	委樹寒花發
卫星	衛星
卫星钟	衛星鐘
未干	未乾
位错卷线	位錯卷線
胃脏	胃臟
喂饱	餵飽
喂哺	餵哺
喂动物	餵動物
喂鹅	餵鵝
喂饭	餵飯
喂给	餵給
喂过	餵過
喂鸡	餵雞
喂了	餵了
喂驴	餵驢
喂马	餵馬
喂母乳	餵母乳
喂奶	餵奶
喂你	餵你
喂乳	餵乳
喂食	餵食
喂它	餵它
喂我	餵我
喂鸭	餵鴨
喂羊	餵羊
喂养	餵養
喂鱼	餵魚
喂猪	餵豬
慰借	慰藉
魏郁奇	魏郁奇
温诺希斯	溫諾希斯
文采	文采
文采郁郁	文采郁郁
文丑	文丑
文锦复阱	文錦覆阱
文理不通	文理不通
文斯范恩	文斯范恩
文物驱三统	文物驅三統
文章扫地无	文章掃地無
炆面	炆麪
稳吃三注	穩吃三注
稳扎	穩紮
问卷	問卷
问卷大调査	問卷大調查
问卷调査	問卷調查
问事爱知天宝里	問事愛知天寶裏
翁干晃	翁乾晃
翁根艾里	翁根艾裏
翁郁容	翁郁容
窝里	窩裏
窝里窝囊	窩里窩囊
蜗杆	蝸桿
我念前人譬葑菲	我念前人譬葑菲
我系	我係
沃依采克	沃依采克
卧薪尝胆	臥薪嚐膽
握发	握髮
握风捕影	握風捕影
乌东査克	烏東查克
乌发	烏髮
乌干达	烏干達
乌狗吃食白狗当灾	烏狗吃食白狗當災
乌兰	烏蘭
乌兰巴托	烏蘭巴托
乌里	烏里
乌龙	烏龍
乌龙面	烏龍麪
乌洛托品	烏洛托品
乌蛇皮	烏蛇皮
乌松	烏松
乌托邦	烏托邦
污蔑	污衊
巫咸	巫咸
诬蔑	誣衊
屋梁	屋樑
无干	無干
无价	無價
无价事	無价事
无精打采	無精打采
无厘头	無厘頭
无梁	無樑
无梁斗	無樑斗
无所不通	無所不通
无欲	無慾
吴采璋	吳采璋
吴皓升	吳皓昇
吴里克	吳里克
吴荣杰	吳榮杰
吴育升	吳育昇
無言不仇	無言不讎
五采	五采
五斗	五斗
五谷	五穀
五行	五行
五行生克	五行生剋
五棵松	五棵松
五里	五里
五辟	五辟
五弦	五絃
五脏	五臟
五扎	五紮
五只	五隻
五周	五週
伍采克	伍采克
武丑	武丑
武大	武大
武大郎吃毒药	武大郎吃毒藥
武后	武后
武里省	武里省
武松	武松
舞后	舞后
舞水端里	舞水端里
兀术	兀朮
勿里洞岛	勿里洞島
物换星移	物換星移
物欲	物慾
西后	西后
西江广复平	西江廣復平
西拉普利	西拉普利
西里	西里
西历	西曆
西利古里	西利古里
西松	西松
西往华山中	西往華山中
西征	西征
西周	西周
西周钟	西周鐘
吸干	吸乾
吸烟	吸菸
希伯来	希伯來
希伯来历	希伯來曆
希拉	希拉
希拉克	希拉剋
希斯仑	希斯崙
矽岩	矽岩
矽质岩	矽質岩
息谷	息穀
晞发	晞髮
欷吁	欷吁
稀里	稀里
稀里哗啦	稀里嘩啦
傒幸	傒倖
锡惠里	錫惠裏
徯幸	徯倖
席卷	席捲
席棚	蓆棚
席志成	席誌成
袭卷	襲捲
洗荡	洗盪
洗发	洗髮
洗发皂	洗髮皂
洗脸	洗臉
洗脸台	洗臉檯
洗手	洗手
洗手台	洗手檯
喜欢	喜歡
喜欢表	喜歡錶
喜欢钟	喜歡鐘
戏彩娱亲	戲綵娛親
系臂	係臂
系臂之宠	繫臂之寵
系泊	繫泊
系船	系船
系船桩	繫船樁
系辞	繫辭
系带	繫帶
系到	繫到
系而不食	繫而不食
系发带	繫髮帶
系风捕景	繫風捕景
系风捕影	繫風捕影
系缚	繫縛
系个	繫個
系裹	繫裹
系好	繫好
系怀	繫懷
系获	係獲
系结	繫結
系紧	繫緊
系颈	繫頸
系颈阙庭	係頸闕庭
系扣	係扣
系裤子	繫褲子
系缆	繫纜
系牢	繫牢
系了	繫了
系累	繫累
系恋	繫戀
系铃解铃	繫鈴解鈴
系铃人	繫鈴人
系留	繫留
系马	繫馬
系命	繫命
系捻儿	繫捻兒
系念	繫念
系囚	繫囚
系上	繫上
系绳	繫繩
系世	繫世
系数	係數
系丝带	繫絲帶
系蹄	係蹄
系条	繫條
系头巾	繫頭巾
系为	係爲
系爲	係爲
系系	繫系
系鞋带	繫鞋帶
系心	繫心
系腰	繫腰
系一番	係一番
系一片	係一片
系一线	繫一線
系一种	係一種
系有	繫有
系于	繫於
系于一发	繫於一髮
系狱	繫獄
系爪	繫爪
系着	繫着
系争	係爭
系指	係指
系趾	繫趾
系踵	係踵
系住	繫住
细不容发	細不容髮
细炼	細鍊
细如发	細如髮
细咽	細嚥
细致	細緻
舄卤	舄鹵
潟卤	潟鹵
虾干	蝦乾
虾须	蝦鬚
侠气	俠氣
侠气干云	俠氣干雲
狎妓	狎妓
狎妓冶游	狎妓冶游
遐瞰靡不通	遐瞰靡不通
下摆	下襬
下采	下采
下课	下課
下课钟	下課鐘
下里	下里
下梁	下樑
下仑路	下崙路
下视众山中	下視衆山中
下微本大者则为关格不通	下微本大者則爲關格不通
下咽	下嚥
下游	下游
下周	下週
夏后氏	夏后氏
夏里夫	夏里夫
夏历	夏曆
夏日山中	夏日山中
夏于乔	夏于喬
夏于喬	夏于喬
仙后	仙后
仙迹	仙蹟
仙台	仙台
仙岩	仙岩
仙掌云重见	仙掌雲重見
先尝	先嚐
先干为敬	先乾爲敬
先签	先簽
先天	先天
先天下之忧而忧	先天下之憂而憂
先天下之忧而忧后天下之乐而乐	先天下之憂而憂后天下之樂而樂
纤夫	縴夫
纤户	縴戶
鲜谷王	鮮穀王
鲜于	鮮于
贤后	賢后
弦动	絃動
弦断	絃斷
弦歌	絃歌
弦乐	絃樂
弦器	絃器
弦琴	絃琴
弦声	絃聲
弦索	絃索
弦线	絃線
弦音	絃音
弦轴	絃軸
咸安	鹹安
咸安区	咸安區
咸池	咸池
咸丰	咸豐
咸和	咸和
咸亨	咸亨
咸镜	咸鏡
咸卤	鹹鹵
咸宁	咸寧
咸认为	咸認爲
咸五登三	咸五登三
咸信	咸信
咸兴	咸興
咸阳	咸陽
咸宜	咸宜
賢后	賢后
显示	顯示
显示表	顯示錶
显示钟	顯示鐘
县志	縣誌
羡叹	羨歎
腺毛鹅不食	腺毛鵝不食
乡里	鄉里
乡愿	鄉愿
相并	相併
相冲	相沖
相干	相干
相奸	相姦
相克	相剋
相里	相里
相思一夜梅花发	相思一夜梅花發
相托	相托
相寻路不通	相尋路不通
香巴拉	香巴拉
香臭谁为中	香臭誰爲中
香斗	香斗
香干	香乾
香港中环	香港中環
香榭里	香榭裏
香榭里大道	香榭里大道
香烟	香菸
香郁	香郁
香皂	香皂
箱扣	箱釦
详注	詳註
响弦	響絃
响钟	響鐘
向导	嚮導
向迩	嚮邇
向晦	嚮晦
向明	嚮明
向慕	嚮慕
向往	嚮往
向应	嚮應
向者	曏者
项链	項鍊
橡斗	橡斗
橡子	橡子
橡子面	橡子麪
逍遥三花发	逍遙三花發
消费	消費
消费欲	消費慾
宵征	宵征
萧参	蕭蔘
萧行范篆	蕭行范篆
萧萧驱匹马	蕭蕭驅匹馬
销毁	銷燬
小便	小便
小便斗	小便斗
小尝	小嚐
小丑	小丑
小丑跳梁	小醜跳樑
小范	小范
小几	小几
小价	小价
小杰	小杰
小栗旬	小栗旬
小树林大街林古里	小樹林大街林古裏
小松	小松
小型	小型
小型钟	小型鐘
小余	小余
小云	小云
小泽征尔	小澤征爾
小只	小隻
小钟	小鐘
校核	校覈
歇斯底里	歇斯底里
邪不干正	邪不干正
邪不可干	邪不可幹
邪辟	邪辟
斜管面	斜管麪
鞋扣	鞋釦
写易晚窗明	寫易晚窗明
写字	寫字
写字台	寫字檯
泄欲	泄慾
械系	械繫
谢福松	謝福松
谢里	謝里
蟹黄	蟹黃
蟹黄鲍鱼面	蟹黃鮑魚麪
蟹肉羹	蟹肉羹
心荡神摇	心蕩神搖
心花怒发	心花怒發
心系	心繫
心细	心細
心细似发	心細似髮
心弦	心絃
心相系	心相繫
心阳不通	心陽不通
心脏	心臟
心脏复苏术	心臟復甦術
辛丑	辛丑
辛光一号	辛光一號
辛辣	辛辣
辛辣面	辛辣麪
辛里希	辛里希
辛勤作窠在画梁	辛勤作窠在畫梁
欣采翰林芳	欣採翰林芳
新艾里	新艾裏
新干	新干
新喀里多尼亚	新喀里多尼亞
新历	新曆
新扎	新紮
信马游缰	信馬游繮
信天游	信天游
信托	信託
信托贸易	信托貿易
衅钟	釁鐘
星辰	星辰
星辰表	星辰錶
星斗	星斗
星回	星迴
星历	星曆
星历表	星曆錶
星罗云布	星羅雲佈
星系风	星系風
星移斗换	星移斗換
星移斗转	星移斗轉
星占学	星占學
刑克	刑剋
刑辟	刑辟
刑于	刑于
形单影只	形單影隻
形孤影只	形孤影隻
形影	形影
形影相吊	形影相弔
型面涂浆	型面塗漿
醒酒微风入	醒酒微風入
兴安鹅不食	興安鵝不食
兴云布雨	興雲佈雨
幸臣	倖臣
幸存	倖存
幸感歌姬	倖感歌姬
幸各对松筠	幸各對鬆筠
幸进	倖進
幸免	倖免
幸幸	倖幸
幸运	幸運
幸运胡	幸運鬍
性泼凶顽	性潑凶頑
性欲	性慾
姓名音信两不通	姓名音信兩不通
姓岳	姓岳
凶德	凶德
凶地	凶地
凶多吉少	凶多吉少
凶服	凶服
凶怪	凶怪
凶耗	凶耗
凶荒	凶荒
凶礼	凶禮
凶门	凶門
凶逆	凶逆
凶年	凶年
凶年饥岁	凶年饑歲
凶气	凶氣
凶日	凶日
凶煞	凶煞
凶身	凶身
凶神	凶神
凶事	凶事
凶竖	凶豎
凶死	凶死
凶肆	凶肆
凶岁	凶歲
凶信	凶信
凶讯	凶訊
凶燄	凶燄
凶宅	凶宅
凶兆	凶兆
凶终隙末	凶終隙末
胸阳不通	胸陽不通
雄斗斗	雄斗斗
休仑湖	休崙湖
休戚	休慼
修胡刀	修鬍刀
修杰楷	修杰楷
修金	脩金
修敬	脩敬
修名	脩名
修脯	脩脯
修润	脩潤
修樾	脩樾
宿松	宿松
秀发	秀髮
秀兰邓波尔	秀蘭鄧波爾
袖扣	袖釦
袖一卷	袖一捲
吁咈	吁咈
吁嗟	吁嗟
吁了	吁了
吁气	吁氣
吁叹	吁嘆
吁吁	吁吁
吁嘘	吁噓
吁俞	吁俞
须发	鬚髮
须根	鬚根
须后	須後
须后水	鬚後水
须胡	鬚鬍
须鲸	鬚鯨
须毛	鬚毛
须眉	鬚眉
须弥山	須彌山
须髯	鬚髯
须鲨	鬚鯊
须生	鬚生
须须	鬚鬚
须子	鬚子
虚白无不通	虛白無不通
虚冲	虛沖
虚空男爵加拉希斯	虛空男爵加拉希斯
墟里	墟里
徐汇	徐匯
徐汇区	徐彙區
徐家汇	徐家彙
徐余伟	徐余偉
徐赞升	徐讚昇
许人丰	許人丰
许圣杰	許聖杰
许愿	許願
许愿起经	許愿起經
旭日	旭日
旭日初升	旭日初昇
恤典	卹典
恤荒	卹荒
恤金	卹金
续签	續簽
续弦	續絃
蓄发	蓄髮
蓄胡	蓄鬍
蓄须	蓄鬚
宣布	宣佈
宣传	宣傳
宣传周	宣傳週
喧哄	喧鬨
玄参	玄蔘
玄武	玄武
玄武岩	玄武岩
玄针	玄鍼
玄制	玄製
悬臂	懸臂
悬臂梁	懸臂樑
悬梁	懸樑
悬钟	懸鐘
悬胄	懸冑
旋干转坤	旋乾轉坤
旋回	旋迴
旋里	旋里
旋辟	旋辟
选择性换挡	選擇性換擋
削发	削髮
削面	削麪
薛松干	薛松乾
踅门了户	踅門瞭戶
雪窗萤几	雪窗螢几
雪梨兔肉羹	雪梨兔肉羹
雪松	雪松
血才干	血纔乾
血参	血蔘
血已干	血已乾
血症	血癥
勋业河山重	勳業河山重
熏草	燻草
熏风	薰風
熏风徐来	熏風徐來
熏腐	熏腐
熏赫	燻赫
熏黑	燻黑
熏鸡	燻雞
熏烤	燻烤
熏笼	熏籠
熏鑪	燻鑪
熏人	燻人
熏肉	燻肉
熏陶	薰陶
熏陶成性	熏陶成性
熏天	熏天
熏习	熏習
熏熏	熏熏
熏衣草	熏衣草
熏鱼	薰魚
熏鱼儿	燻魚兒
熏烝	熏烝
熏蒸	燻蒸
熏蒸剂	熏蒸劑
熏蒸室	熏蒸室
熏制	熏製
薰修	薰脩
巡回	巡迴
巡回检査	巡迴檢查
压杆	壓桿
压力	壓力
压力表	壓力錶
压面棍	壓麪棍
压胄子	壓冑子
崖广	崖广
哑子托梦	啞子托夢
雅游	雅游
雅致	雅緻
雅筑	雅筑
亚里	亞里
亚美尼亚	亞美尼亞
亚美尼亚历	亞美尼亞曆
亚青杯	亞青盃
亚松森	亞松森
亚洲	亞洲
亚洲杯	亞洲盃
咽不了	嚥不了
咽到	嚥到
咽干	咽乾
咽肌	嚥肌
咽进	嚥進
咽苦吞甘	嚥苦吞甘
咽了	嚥了
咽气	嚥氣
咽唾	嚥唾
咽下	嚥下
咽着	嚥着
咽住	嚥住
烟草	菸草
烟厂	菸廠
烟袋	菸袋
烟袋杆儿	菸袋桿兒
烟蒂	菸蒂
烟斗	菸斗
烟杆	煙桿
烟缸	菸缸
烟管	煙管
烟管面	煙管麪
烟害	菸害
烟灰	菸灰
烟碱	菸鹼
烟禁	菸禁
烟酒	菸酒
烟卷	菸捲
烟民	菸民
烟农	菸農
烟屁股	菸屁股
烟圈	菸圈
烟丝	菸絲
烟头	菸頭
烟霞肘后发	煙霞肘後發
烟熏	煙燻
烟熏火燎	煙熏火燎
烟蚜	菸蚜
烟叶	菸葉
烟纸店	菸紙店
烟嘴	菸嘴
腌里巴臜	腌裏巴臢
腌臜	腌臢
腌䐶	腌䐶
腌制	醃製
严云农	嚴云農
言辩而确	言辯而确
言大而夸	言大而夸
言事无不通	言事無不通
言云	言云
岩仓使节团	岩倉使節團
岩层	岩層
岩床	岩牀
岩村	巖村
岩村明宪	岩村明憲
岩基	岩基
岩浆	岩漿
岩浆岩	岩漿岩
岩礁	岩礁
岩濑	巖瀨
岩濑健	岩瀨健
岩脉	岩脈
岩棉	岩棉
岩圈	岩圈
岩溶	岩溶
岩石	岩石
岩土	岩土
岩隈驻朱轓	巖隈駐朱轓
岩屑	岩屑
岩心	岩心
岩盐	岩鹽
岩羊	岩羊
沿门托钵	沿門托鉢
研制	研製
筵几	筵几
眼干	眼乾
眼花	眼花
眼花了乱	眼花瞭亂
眼看庭树梅花发	眼看庭樹梅花發
眼前花发	眼前花發
眼酸	眼痠
偃仆	偃仆
偃松	偃松
艳后	豔后
唁吊	唁弔
验核	驗覈
餍于游乐	饜於游樂
燕几	燕几
扬谷	揚穀
扬舲望海岳	揚舲望海嶽
扬袂指辟支	揚袂指闢支
扬袂指松雪	揚袂指鬆雪
羊不食	羊不食
羊须	羊須
羊须疮	羊鬚瘡
羊质虎皮	羊質虎皮
阳春	陽春
阳春面	陽春麪
阳历	陽曆
杨采妮	楊采妮
杨穿三叶	楊穿三葉
杨凌	楊凌
杨凌示范区	楊淩示範區
杨日松	楊日松
杨士梁	楊士樑
杨松	楊松
杨苏棣	楊甦棣
杨文志	楊文誌
洋参	洋蔘
洋面	洋麪
洋烟	洋菸
养发	養髮
妖后	妖后
妖里妖气	妖里妖氣
腰杆	腰桿
腰间系	腰間繫
腰扣	腰釦
腰酸	腰痠
腰系	腰繫
腰一卷	腰一捲
侥天之幸	僥天之倖
侥幸	僥倖
姚采颖	姚采穎
姚升志	姚昇志
摇荡	搖盪
摇杆	搖桿
摇头公仔	搖頭公仔
遥辨雪山重	遙辨雪山重
遥怜驱匹马	遙憐驅匹馬
杳杳疏钟发	杳杳疏鍾發
咬姜呷醋	咬薑呷醋
药而愈	藥而癒
药面儿	藥麪兒
药物秘海岳	藥物祕海嶽
药皂	藥皂
要干了	要乾了
耶娘	耶孃
椰枣	椰棗
椰枣干	椰棗乾
噎饥	噎饑
爷饭娘羹	爺飯孃羹
爷羹娘饭	爺羹孃飯
爷娘	爺孃
也斗了胆	也斗了膽
野馆浓花发	野館濃花發
野姜	野薑
叶步梁	葉步樑
叶恭弘	叶恭弘
叶叶	葉葉
叶叶琹	葉叶琹
叶音	叶音
叶韵	叶韻
叶子	葉子
叶子杰	葉子杰
叶子烟	葉子菸
页岩	頁岩
夜光	夜光
夜光表	夜光錶
夜木似山中	夜木似山中
液晶	液晶
液晶表	液晶錶
液面	液麪
一别	一別
一别头	一彆頭
一并	一併
一冲性子	一沖性子
一出剧	一齣劇
一出子	一齣子
一斗	一斗
一斗斗	一斗斗
一发	一發
一发千钧	一髮千鈞
一发之差	一髮之差
一发之间	一髮之間
一分一毫	一分一毫
一杆	一杆
一杆进洞	一桿進洞
一干	一干
一干而尽	一乾而盡
一干二净	一乾二淨
一个	一箇
一锅面	一鍋麪
一毫一发	一毫一髮
一号木杆	一號木桿
一哄	一鬨
一见桃花发	一見桃花發
一块	一塊
一块面	一塊麪
一来当复去	一來當復去
一厘一毫	一釐一毫
一里	一里
一签	一簽
一窍不通	一竅不通
一日叫娘	一日叫孃
一日上树能千回	一日上樹能千回
一日之计在于晨	一日之計在於晨
一树百获	一樹百穫
一丝一毫	一絲一毫
一坛	一罈
一坛坛	一罈罈
一天	一天
一天钟	一天鐘
一托气	一托氣
一托头	一托頭
一物降一物	一物降一物
一物克一物	一物剋一物
一元大武	一元大武
一赞	一讚
一扎	一紮
一只	一隻
一枝繁果忆山中	一枝繁果憶山中
一周	一週
伊尔加拉	伊爾加拉
伊府面	伊府麪
伊里奇	伊里奇
伊洛曼希斯	伊洛曼希斯
伊面	伊麪
伊斯兰	伊斯蘭
伊斯兰历	伊斯蘭曆
伊于胡底	伊于胡底
伊于湖底	伊于湖底
衣摆	衣襬
衣不兼采	衣不兼采
衣不完采	衣不完采
衣不重采	衣不重采
衣斗木	衣斗木
衣锦夜游	衣錦夜游
衣锦昼游	衣錦晝游
衣扣	衣釦
衣衫	衣衫
衣衫已干	衣衫已乾
衣物	衣物
衣物渐干	衣物漸乾
衣物已干	衣物已乾
医托	醫托
依那普利	依那普利
依岩望松雪	依巖望鬆雪
噫吁戏	噫吁戲
怡普利	怡普利
宜云	宜云
胰脏	胰臟
移星换斗	移星換斗
遗传	遺傳
遗传钟	遺傳鐘
遗葑菲采	遺葑菲采
遗迹	遺蹟
疑系	疑係
乙丑	乙丑
已系	已係
已占	已佔
已占算	已占算
以功复过	以功覆過
蚁后	蟻后
倚托	倚托
倚闲	倚閑
倚岩望松雪	倚巖望鬆雪
蟻后	蟻后
亿只	億隻
义气	義氣
义气干霄	義氣干霄
仡栗	仡栗
亦舍下	亦捨下
亦云	亦云
异采	異采
异恶唑	異惡唑
异苔同岑	異薹同岑
异向流斜管	異向流斜管
抑扬	抑揚
抑扬升降性	抑揚昇降性
邑里	邑里
译制	譯製
译注	譯註
逸游自恣	逸游自恣
逸致	逸緻
意大利	意大利
意大利直面	意大利直麪
意面	意麪
因奸成孕	因姦成孕
阴干	陰乾
阴历	陰曆
阴占	陰占
茵借	茵藉
荫蔽	廕庇
荫监	廕監
荫生	廕生
荫袭	廕襲
荫子封妻	蔭子封妻
音声如钟	音聲如鐘
音信绝不通	音信絕不通
吟叹	吟歎
银杯	銀盃
银发	銀髮
银井桐花发	銀井桐花發
银丝	銀絲
银丝卷	銀絲捲
银须	銀鬚
银制	銀製
银朱	銀硃
淫欲	淫慾
嚚暗	嚚闇
隐几	隱几
飮胄	飮冑
印制	印製
英里	英里
英维普利	英維普利
樱花	櫻花
樱花杯	櫻花盃
鹰雕	鷹鵰
萦回	縈迴
萦系	縈繫
颍凤不来天地塞	潁鳳不來天地塞
影后	影后
影评	影評
影评人周	影評人週
影占	影占
影只形单	影隻形單
应见梅花发	應見梅花發
应有尽有	應有盡有
应占	應占
应钟	應鐘
硬面	硬麪
硬咽	硬嚥
佣钿	佣鈿
佣金	佣金
佣钱	佣錢
庸暗	庸闇
永历	永曆
永托于风	永託於風
永志	永志
永志不忘	永誌不忘
咏叹	詠歎
泳气钟	泳氣鐘
攸戚相关	攸慼相關
悠暗	悠闇
悠荡	悠盪
悠活丽致	悠活麗緻
